"Activity" "Variable" "Subset" "Subject" "Average"
"WALKING_DOWNSTAIRS" "tBodyAccMag-mean" "Train" "4" -0.930324325776398
"WALKING_DOWNSTAIRS" "tBodyAccMag-mean" "Train" "5" -0.956387756029412
"WALKING_DOWNSTAIRS" "tBodyAccMag-mean" "Train" "6" -0.925428308529412
"WALKING_DOWNSTAIRS" "tBodyAccMag-std" "Test" "1" -0.13086913200875
"WALKING_DOWNSTAIRS" "tBodyAccMag-std" "Test" "2" -0.110443796423784
"WALKING_DOWNSTAIRS" "tBodyAccMag-std" "Test" "3" 0.110179412207937
"WALKING_DOWNSTAIRS" "tBodyAccMag-std" "Test" "4" -0.954118891206897
"WALKING_DOWNSTAIRS" "tBodyAccMag-std" "Test" "5" -0.945871059726027
"WALKING_DOWNSTAIRS" "tBodyAccMag-std" "Test" "6" -0.943916132222222
"WALKING_DOWNSTAIRS" "tBodyAccMag-std" "Train" "1" -0.193833952292683
"WALKING_DOWNSTAIRS" "tBodyAccMag-std" "Train" "2" -0.0288515741003922
"WALKING_DOWNSTAIRS" "tBodyAccMag-std" "Train" "3" 0.229767323646343
"WALKING_DOWNSTAIRS" "tBodyAccMag-std" "Train" "4" -0.953071652857143
"WALKING_DOWNSTAIRS" "tBodyAccMag-std" "Train" "5" -0.965818374558824
"WALKING_DOWNSTAIRS" "tBodyAccMag-std" "Train" "6" -0.944137810882353
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-X" "Test" "1" -0.46666464825
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-X" "Test" "2" -0.390553959644595
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-X" "Test" "3" -0.356960812887302
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-X" "Test" "4" -0.980037634137931
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-X" "Test" "5" -0.924007509041096
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-X" "Test" "6" -0.958999634722222
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-X" "Train" "1" -0.527959748780488
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-X" "Train" "2" -0.459972607777778
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-X" "Train" "3" -0.378259462358209
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-X" "Train" "4" -0.983351157826087
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-X" "Train" "5" -0.966340220147059
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-X" "Train" "6" -0.963785590647059
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Y" "Test" "1" -0.0686915350941625
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Y" "Test" "2" -0.0817369158608108
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Y" "Test" "3" -0.0875060999730159
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Y" "Test" "4" -0.0609755069310345
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Y" "Test" "5" -0.0801464386972603
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Y" "Test" "6" -0.0977160354722222
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Y" "Train" "1" -0.0716561792062195
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Y" "Train" "2" -0.108332655522222
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Y" "Train" "3" -0.0665568444328358
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Y" "Train" "4" -0.0704563251968944
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Y" "Train" "5" -0.0692681110122549
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Y" "Train" "6" -0.100988276547059
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Z" "Test" "1" 0.101946699038125
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Z" "Test" "2" 0.0964656055121622
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Z" "Test" "3" 0.0796177293253968
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Z" "Test" "4" 0.0772886227068966
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Z" "Test" "5" 0.0845813584246575
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Z" "Test" "6" 0.121858275402778
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Z" "Train" "1" 0.0716618985336585
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Z" "Train" "2" 0.0104259610897386
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Z" "Train" "3" 0.0634755307227612
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Z" "Train" "4" 0.0902347624173913
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Z" "Train" "5" 0.083655814870098
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Z" "Train" "6" 0.1135484211
"WALKING_DOWNSTAIRS" "tBodyGyro-std-X" "Test" "1" -0.10471008744375
"WALKING_DOWNSTAIRS" "tBodyGyro-std-X" "Test" "2" -0.115312550877027
"WALKING_DOWNSTAIRS" "tBodyGyro-std-X" "Test" "3" -0.0426001327936508
"WALKING_DOWNSTAIRS" "tBodyGyro-std-X" "Test" "4" -0.0943133223793103
"WALKING_DOWNSTAIRS" "tBodyGyro-std-X" "Test" "5" -0.0994691058287671
"WALKING_DOWNSTAIRS" "tBodyGyro-std-X" "Test" "6" -0.100241469888889
"WALKING_DOWNSTAIRS" "tBodyGyro-std-X" "Train" "1" -0.0998758101879695
"WALKING_DOWNSTAIRS" "tBodyGyro-std-X" "Train" "2" -0.13756895681183
"WALKING_DOWNSTAIRS" "tBodyGyro-std-X" "Train" "3" -0.0880450882563433
"WALKING_DOWNSTAIRS" "tBodyGyro-std-X" "Train" "4" -0.0948135990807453
"WALKING_DOWNSTAIRS" "tBodyGyro-std-X" "Train" "5" -0.100562524583333
"WALKING_DOWNSTAIRS" "tBodyGyro-std-X" "Train" "6" -0.102281890217647
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Y" "Test" "1" -0.3443728845
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Y" "Test" "2" -0.178428274962162
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Y" "Test" "3" -0.395414928571429
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Y" "Test" "4" -0.967336083275862
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Y" "Test" "5" -0.945947941232877
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Y" "Test" "6" -0.950877744861111
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Y" "Train" "1" -0.334417695885671
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Y" "Train" "2" -0.130880472449673
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Y" "Train" "3" -0.283146716702985
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Y" "Train" "4" -0.964355120807453
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Y" "Train" "5" -0.973759655588235
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Y" "Train" "6" -0.955560851941176
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Z" "Test" "1" -0.17315001085
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Z" "Test" "2" -0.282972793486486
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Z" "Test" "3" -0.156270659374603
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Z" "Test" "4" -0.955582682586207
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Z" "Test" "5" -0.954905080136986
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Z" "Test" "6" -0.967643014027778
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Z" "Train" "1" -0.319220040621951
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Z" "Train" "2" -0.0720689860339869
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Z" "Train" "3" -0.114896943783582
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Z" "Train" "4" -0.958237494720497
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Z" "Train" "5" -0.971910469117647
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Z" "Train" "6" -0.964990798058823
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-X" "Test" "1" -0.40807462375
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-X" "Test" "2" -0.494685101756757
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-X" "Test" "3" -0.41741042952381
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-X" "Test" "4" -0.982999774827586
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-X" "Test" "5" -0.955868216575342
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-X" "Test" "6" -0.962606379027778
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-X" "Train" "1" -0.509315133841463
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-X" "Train" "2" -0.628843778104575
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-X" "Train" "3" -0.542007905223881
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-X" "Train" "4" -0.990521634596273
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-X" "Train" "5" -0.98177605995098
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-X" "Train" "6" -0.976391940588235
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Y" "Test" "1" -0.0503020003125
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Y" "Test" "2" -0.0372685171114865
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Y" "Test" "3" -0.0497168634460317
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Y" "Test" "4" -0.0416937546724138
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Y" "Test" "5" -0.0398511596643836
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Y" "Test" "6" -0.0383052631402778
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Y" "Train" "1" -0.0474779854346341
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Y" "Train" "2" -0.0286701840846405
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Y" "Train" "3" -0.060309898668209
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Y" "Train" "4" -0.042219390388882
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Y" "Train" "5" -0.0427298453426471
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Y" "Train" "6" -0.0387934338505235
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Z" "Test" "1" -0.05972308284
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Z" "Test" "2" -0.0494290606810811
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Z" "Test" "3" -0.0783878673015873
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Z" "Test" "4" -0.0520392479648276
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Z" "Test" "5" -0.0514013000136986
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Z" "Test" "6" -0.0598520432486111
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Z" "Train" "1" -0.0473876707579268
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Z" "Train" "2" -0.0407194668849673
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Z" "Train" "3" -0.0527883808699254
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Z" "Train" "4" -0.0552263416863354
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Z" "Train" "5" -0.0536329399730392
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Z" "Train" "6" -0.0579869158817647
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std" "Test" "1" -0.13086913200875
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std" "Test" "2" -0.110443796423784
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std" "Test" "3" 0.110179412207937
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std" "Test" "4" -0.954118891206897
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std" "Test" "5" -0.945871059726027
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std" "Test" "6" -0.943916132222222
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std" "Train" "1" -0.193833952292683
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std" "Train" "2" -0.0288515741003922
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std" "Train" "3" 0.229767323646343
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std" "Train" "4" -0.953071652857143
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std" "Train" "5" -0.965818374558824
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std" "Train" "6" -0.944137810882353
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" "Test" "1" -0.547554118625
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" "Test" "2" -0.656131026351351
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" "Test" "3" -0.498583078412698
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" "Test" "4" -0.984684692586207
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" "Test" "5" -0.96974222
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" "Test" "6" -0.965306767777778
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" "Train" "1" -0.64586224597561
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" "Train" "2" -0.628739515751634
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" "Train" "3" -0.480325579791045
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" "Train" "4" -0.98910502173913
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" "Train" "5" -0.988274048872549
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" "Train" "6" -0.979494664235294
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" "Test" "1" -0.358469607125
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" "Test" "2" -0.536911792837838
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" "Test" "3" -0.320094253730159
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" "Test" "4" -0.983378696724138
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" "Test" "5" -0.973456006712329
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" "Test" "6" -0.979753461388889
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" "Train" "1" -0.551333427926829
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" "Train" "2" -0.572430177267974
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" "Train" "3" -0.282598419364179
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" "Train" "4" -0.986414995714286
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" "Train" "5" -0.986052757058824
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" "Train" "6" -0.984623326235294
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean" "Test" "1" -0.536382885375
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean" "Test" "2" -0.658351222432432
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean" "Test" "3" -0.501340601269841
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean" "Test" "4" -0.982989102068966
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean" "Test" "5" -0.960840864657534
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean" "Test" "6" -0.958667791111111
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean" "Train" "1" -0.652827850426829
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean" "Train" "2" -0.672196269542484
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean" "Train" "3" -0.477910520529851
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean" "Train" "4" -0.987725448571429
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean" "Train" "5" -0.985593392352941
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean" "Train" "6" -0.975042891941176
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std-X" "Test" "1" -0.1234660586625
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std-X" "Test" "2" -0.215578020797297
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std-X" "Test" "3" 0.104959232766667
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std-X" "Test" "4" -0.981672003793103
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std-X" "Test" "5" -0.975895493835616
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std-X" "Test" "6" -0.959527600694444
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std-X" "Train" "1" -0.378929963353659
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std-X" "Train" "2" -0.295921680496732
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std-X" "Train" "3" 0.0938081212597015
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std-X" "Train" "4" -0.983210829875776
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std-X" "Train" "5" -0.98576731754902
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std-X" "Train" "6" -0.966201672823529
"WALKING_DOWNSTAIRS" "tBodyGyroMag-mean" "Test" "1" -0.415617645875
"WALKING_DOWNSTAIRS" "tBodyGyroMag-mean" "Test" "2" -0.263141157925946
"WALKING_DOWNSTAIRS" "tBodyGyroMag-mean" "Test" "3" -0.312815828904762
"WALKING_DOWNSTAIRS" "tBodyGyroMag-mean" "Test" "4" -0.952212204310345
"WALKING_DOWNSTAIRS" "tBodyGyroMag-mean" "Test" "5" -0.898851315616438
"WALKING_DOWNSTAIRS" "tBodyGyroMag-mean" "Test" "6" -0.925993229027778
"WALKING_DOWNSTAIRS" "tBodyGyroMag-mean" "Train" "1" -0.419480669853659
"WALKING_DOWNSTAIRS" "tBodyGyroMag-mean" "Train" "2" -0.157343539037255
"WALKING_DOWNSTAIRS" "tBodyGyroMag-mean" "Train" "3" -0.259555659440299
"WALKING_DOWNSTAIRS" "tBodyGyroMag-mean" "Train" "4" -0.947849073602484
"WALKING_DOWNSTAIRS" "tBodyGyroMag-mean" "Train" "5" -0.953722541568627
"WALKING_DOWNSTAIRS" "tBodyGyroMag-mean" "Train" "6" -0.932044539470588
"WALKING_DOWNSTAIRS" "tBodyGyroMag-std" "Test" "1" -0.477069135
"WALKING_DOWNSTAIRS" "tBodyGyroMag-std" "Test" "2" -0.584142209594595
"WALKING_DOWNSTAIRS" "tBodyGyroMag-std" "Test" "3" -0.443630795873016
"WALKING_DOWNSTAIRS" "tBodyGyroMag-std" "Test" "4" -0.986253003448276
"WALKING_DOWNSTAIRS" "tBodyGyroMag-std" "Test" "5" -0.969702420547945
"WALKING_DOWNSTAIRS" "tBodyGyroMag-std" "Test" "6" -0.969228582222222
"WALKING_DOWNSTAIRS" "tBodyGyroMag-std" "Train" "1" -0.574983745914634
"WALKING_DOWNSTAIRS" "tBodyGyroMag-std" "Train" "2" -0.595250524157516
"WALKING_DOWNSTAIRS" "tBodyGyroMag-std" "Train" "3" -0.45932970811194
"WALKING_DOWNSTAIRS" "tBodyGyroMag-std" "Train" "4" -0.991022328074534
"WALKING_DOWNSTAIRS" "tBodyGyroMag-std" "Train" "5" -0.987976188186275
"WALKING_DOWNSTAIRS" "tBodyGyroMag-std" "Train" "6" -0.983457438294118
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-X" "Test" "1" -0.975952532625
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-X" "Test" "2" -0.958950226081081
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-X" "Test" "3" -0.948287161587302
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-X" "Test" "4" -0.97847419362069
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-X" "Test" "5" -0.986091173150685
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-X" "Test" "6" -0.934613129166667
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-X" "Train" "1" -0.978375604207317
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-X" "Train" "2" -0.942695181633987
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-X" "Train" "3" -0.940098644552239
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-X" "Train" "4" -0.977250854409938
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-X" "Train" "5" -0.98450314504902
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-X" "Train" "6" -0.938857098470588
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Y" "Test" "1" -0.10750362505
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Y" "Test" "2" -0.121460598378378
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Y" "Test" "3" -0.103218004793651
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Y" "Test" "4" -0.14045909627069
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Y" "Test" "5" -0.107245865123288
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Y" "Test" "6" -0.056774915
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Y" "Train" "1" -0.195050114762195
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Y" "Train" "2" -0.239562686470588
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Y" "Train" "3" -0.161743218350746
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Y" "Train" "4" 0.0360690181118012
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Y" "Train" "5" -0.143177110598039
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Y" "Train" "6" 0.449651861764706
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Z" "Test" "1" 0.021250663975
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Z" "Test" "2" -0.0370983893313919
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Z" "Test" "3" -0.0065432639968254
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Z" "Test" "4" 0.197986655189655
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Z" "Test" "5" -0.0190486220227397
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Z" "Test" "6" 0.218794220833333
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Z" "Train" "1" -0.194648813304878
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Z" "Train" "2" -0.275622085986928
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Z" "Train" "3" -0.186156253013657
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Z" "Train" "4" 0.00959494151962733
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Z" "Train" "5" -0.170229560862745
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Z" "Train" "6" 0.489120722882353
"WALKING_DOWNSTAIRS" "tGravityAcc-std-X" "Test" "1" 0.08158800556125
"WALKING_DOWNSTAIRS" "tGravityAcc-std-X" "Test" "2" 0.0664769742040541
"WALKING_DOWNSTAIRS" "tGravityAcc-std-X" "Test" "3" 0.0990792418079365
"WALKING_DOWNSTAIRS" "tGravityAcc-std-X" "Test" "4" 0.0777307857241379
"WALKING_DOWNSTAIRS" "tGravityAcc-std-X" "Test" "5" 0.0743846001917808
"WALKING_DOWNSTAIRS" "tGravityAcc-std-X" "Test" "6" 0.0840945678375
"WALKING_DOWNSTAIRS" "tGravityAcc-std-X" "Train" "1" 0.0794468464778659
"WALKING_DOWNSTAIRS" "tGravityAcc-std-X" "Train" "2" 0.0766627395803922
"WALKING_DOWNSTAIRS" "tGravityAcc-std-X" "Train" "3" 0.0685364969768657
"WALKING_DOWNSTAIRS" "tGravityAcc-std-X" "Train" "4" 0.0749059857080745
"WALKING_DOWNSTAIRS" "tGravityAcc-std-X" "Train" "5" 0.0745106859176471
"WALKING_DOWNSTAIRS" "tGravityAcc-std-X" "Train" "6" 0.0827549158352941
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Y" "Test" "1" -0.96820961225
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Y" "Test" "2" -0.93607932472973
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Y" "Test" "3" -0.939777940793651
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Y" "Test" "4" -0.95591241362069
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Y" "Test" "5" -0.973941852465753
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Y" "Test" "6" -0.958101383888889
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Y" "Train" "1" -0.965932794085366
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Y" "Train" "2" -0.922445563660131
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Y" "Train" "3" -0.934473142985075
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Y" "Train" "4" -0.950449918919255
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Y" "Train" "5" -0.975259933235294
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Y" "Train" "6" -0.969026330588235
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Z" "Test" "1" -0.95159559825
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Z" "Test" "2" -0.892208944864865
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Z" "Test" "3" -0.913620742698413
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Z" "Test" "4" -0.951058230689655
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Z" "Test" "5" -0.943374930684932
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Z" "Test" "6" -0.952437324319445
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Z" "Train" "1" -0.95530136902439
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Z" "Train" "2" -0.900667703986928
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Z" "Train" "3" -0.907510959701493
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Z" "Train" "4" -0.942223622186335
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Z" "Train" "5" -0.961462702107843
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Z" "Train" "6" -0.941386653823529
"WALKING_DOWNSTAIRS" "tGravityAccMag-mean" "Test" "1" -0.22991123802
"WALKING_DOWNSTAIRS" "tGravityAccMag-mean" "Test" "2" -0.248310191082108
"WALKING_DOWNSTAIRS" "tGravityAccMag-mean" "Test" "3" 0.112278017557143
"WALKING_DOWNSTAIRS" "tGravityAccMag-mean" "Test" "4" -0.942235971724138
"WALKING_DOWNSTAIRS" "tGravityAccMag-mean" "Test" "5" -0.93552017109589
"WALKING_DOWNSTAIRS" "tGravityAccMag-mean" "Test" "6" -0.927111778333333
"WALKING_DOWNSTAIRS" "tGravityAccMag-mean" "Train" "1" -0.384245330365854
"WALKING_DOWNSTAIRS" "tGravityAccMag-mean" "Train" "2" -0.16141544855451
"WALKING_DOWNSTAIRS" "tGravityAccMag-mean" "Train" "3" 0.296376646776119
"WALKING_DOWNSTAIRS" "tGravityAccMag-mean" "Train" "4" -0.930324325776398
"WALKING_DOWNSTAIRS" "tGravityAccMag-mean" "Train" "5" -0.956387756029412
